inflected_form,lemma
apostrophises,apostrophise
apostrophizes,apostrophize
apothecaries,apothecary
apotheosised,apotheosise
apotheosized,apotheosize
apotheosizes,apotheosize
apotheosizing,apotheosize
appalled,appall
appalling,appall
appalls,appall
appals,appal
apparatchiks,apparatchik
apparatuses,apparatus
apparels,apparel
apparitions,apparition
appealed,appeal
appealers,appealer
appealing,appeal
appeals,appeal
appearances,appearance
appeared,appear
appearing,appear
appears,appear
appeased,appease
appeasers,appeaser
appeases,appease
appeasing,appease
appellants,appellant
appellations,appellation
appellees,appellee
appels,appel
appendages,appendage
appendectomies,appendectomy
appended,append
appendices,appendice
appending,append
appendix,appendix|appendix
appendix,appendices
appendixes,appendix
appends,append
appertaining,appertain
appetisers,appetiser
appetites,appetite
appetizers,appetizer
applauded,applaud
applauding,applaud
applauds,applaud
applauses,applause
applecarts,applecart
applejacks,applejack
apples,apple
appliances,appliance
applicants,applicant
applications,application
applicators,applicator
applied,apply
applies,apply
appliqued,applique
appliques,applique
applying,apply
appointed,appoint
appointees,appointee
appointers,appointer
appointing,appoint
appointments,appointment
appoints,appoint
apportioned,apportion
apportioning,apportion
apportionments,apportionment
apportions,apportion
apposed,appose
appositives,appositive
apppointed,apppoint
appraisals,appraisal
appraised,appraise
appraisements,appraisement
appraisers,appraiser
appraises,appraise
appraising,appraise
appreciated,appreciate
appreciates,appreciate
appreciating,appreciate
appreciations,appreciation
appreciators,appreciator
apprehended,apprehend
apprehending,apprehend
apprehends,apprehend
apprehensions,apprehension
apprenticed,apprentice
apprentices,apprentice
apprenticeships,apprenticeship
apprenticing,apprentice
apprised,apprise
apprises,apprise
apprising,apprise
apprized,apprise
approached,approach
approaches,approach
approaching,approach
approbated,approbate
appropriated,appropriate
appropriates,appropriate
appropriating,appropriate
appropriations,appropriation
appropriators,appropriator
approvals,approval
approved,approve
approvers,approver
approves,approve
approving,approve
approximated,approximate
approximates,approximate
approximating,approximate
approximations,approximation
appurtenances,appurtenance
apricots,apricot
aprils,april
aproned,apron
aprons,apron
apsides,apsis
apter,apt
aptitudes,aptitude
aquamarines,aquamarine
aquanauts,aquanaut
aquaplaned,aquaplane
aquaplaning,aquaplane
aquaria,aquarium
aquarists,aquarist
aquariums,aquarium
aquas,aqua
aquatics,aquatic
aquatinted,aquatint
aquatints,aquatint
aquavits,aquavit
aqueducts,aqueduct
aquifers,aquifer
aquilegias,aquilegia
aquired,aquire
aquisitions,aquisition
arabesques,arabesque
arabians,arabian
arabists,arabist
arabs,arab
arachnids,arachnid
arbiters,arbiter
arbitragers,arbitrager
arbitrages,arbitrage
arbitrageurs,arbitrageur
arbitraging,arbitrage
arbitrated,arbitrate
arbitrates,arbitrate
arbitrating,arbitrate
arbitrations,arbitration
arbitrators,arbitrator
arboreta,arboretum
arboretums,arboretum
arborists,arborist
arbors,arbor
arbours,arbour
arbs,arb
arc-lights,arc-light
arcades,arcade
arcadians,arcadian
arcana,arcanum
arced,arc
arch-rivals,arch-rival
archaeologists,archaeologist
archaisms,archaism
archangels,archangel
archbishops,archbishop
archdeacons,archdeacon
archdioceses,archdiocese
archduchesses,archduchess
arched,arch
archenemies,archenemy
archeologists,archeologist
archer,arch
archer-daniels,archer-daniel
archers,archer
arches,arch
archest,arch
archetypes,archetype
arching,arch
archipelagoes,archipelago
archipelagos,archipelago
architects,architect
architectures,architecture
architraves,architrave
archivists,archivist
archons,archon
archpriests,archpriest
archrivals,archrival
archways,archway
arcing,arc
arcologies,arcology
arcs,arc
ardours,ardour
are,be
areas,area
arecas,areca
arenas,arena
arenites,arenite
areolas,areola
ares,are
aretes,arete
argentinas,argentina
argentines,argentine
argentinians,argentinian
argents,argent
argentums,argentum
argillites,argillite
arginines,arginine
argonauts,argonaut
argots,argot
argued,argue
arguers,arguer
argues,argue
arguing,argue
argumenta,argumentum
argumentations,argumentation
arguments,argument
argyles,argyle
arias,aria
ariels,ariel
arieses,aries
arils,aril
arisen,arise
arises,arise
arising,arise
aristocracies,aristocracy
aristocrats,aristocrat
arithmetics,arithmetic
arizonans,arizonan
arizonas,arizona
arkansans,arkansan
arkansas,arkansa
arks,ark
arm-bands,arm-band
arm-twisting,arm-twist
armadas,armada
armadillos,armadillo
armageddons,armageddon
armaments,armament
armatures,armature
armbands,armband
armchairs,armchair
armed,arm
armfuls,armful
armholes,armhole
armies,army
arming,arm
armistices,armistice
armlets,armlet
armoires,armoire
armor-piercing,armor-pierce
armored,armor
armorers,armorer
armories,armory
armoring,armor
armors,armor
armoured,armour
armourers,armourer
armouries,armoury
armouring,armour
armours,armour
armpits,armpit
armrests,armrest
arms,arm
arms-makers,arms-maker
arms-sales,arms-sale
arms-smuggling,arms-smuggle
armstrongs,armstrong
arnolds,arnold
aroids,aroid
aromas,aroma
aromatics,aromatic
aromatised,aromatise
aromatized,aromatize
aromatizes,aromatize
aromatizing,aromatize
arose,arise
arousals,arousal
aroused,arouse
arouses,arouse
arousing,arouse
arpeggios,arpeggio
arraigned,arraign
arraigning,arraign
arraignments,arraignment
arraigns,arraign
arranged,arrange
arrangements,arrangement
arrangers,arranger
arranges,arrange
arranging,arrange
arrangments,arrangment
arrayed,array
arrays,array
arrearages,arrearage
arrested,arrest
arrestees,arrestee
arresters,arrester
arresting,arrest
arrestments,arrestment
arrests,arrest
arrhythmias,arrhythmia
arrises,arris
arrivals,arrival
arrived,arrive
arrivers,arriver
arrives,arrive
arriving,arrive
arrivistes,arriviste
arrogated,arrogate
arrogates,arrogate
arrogating,arrogate
arrondissements,arrondissement
arrowheads,arrowhead
arrowroots,arrowroot
arrows,arrow
arroyos,arroyo
arseholes,arsehole
arsenals,arsenal
arsenics,arsenic
arses,arse
arsonists,arsonist
arsons,arson
artefacts,artefact
arteries,artery
arterioles,arteriole
arthralgias,arthralgia
arthritics,arthritic
arthropods,arthropod
arthurs,arthur
artichokes,artichoke
articled,article
articles,article
articling,article
artics,artic
articulated,articulate
articulates,articulate
articulating,articulate
articulations,articulation
articulators,articulator
artier,arty
artifacts,artifact
artifices,artifice
artificialities,artificiality
artilleries,artillery
artillerymen,artilleryman
artisans,artisan
artistes,artiste
artistries,artistry
artists,artist
arts,art
arts-and-crafts,arts-and-craft
artworks,artwork
arums,arum
arvos,arvo
aryanised,aryanise
aryanized,aryanize
aryans,aryan
ascendants,ascendant
ascended,ascend
ascenders,ascender
ascending,ascend
ascends,ascend
ascensions,ascension
ascents,ascent
ascertained,ascertain
ascertaining,ascertain
ascertains,ascertain
ascetics,ascetic
asci,ascus
ascomycetes,ascomycete
ascots,ascot
ascribed,ascribe
ascribes,ascribe
ascribing,ascribe
ases,as
ashbournes,ashbourne
ashbys,ashby
ashes,ash
ashfords,ashford
ashrams,ashram
ashtrays,ashtray
asians,asian
asiatics,asiatic
asics,asic
asides,aside
askaris,askari
asked,ask
askers,asker
asking,ask
asks,ask
asparagines,asparagine
aspects,aspect
aspens,aspen
aspers,asper
aspersions,aspersion
asphalted,asphalt
asphalting,asphalt
asphalts,asphalt
asphyxiated,asphyxiate
asphyxiates,asphyxiate
asphyxiating,asphyxiate
aspirants,aspirant
aspirated,aspirate
aspirates,aspirate
aspirating,aspirate
aspirations,aspiration
aspirators,aspirator
aspired,aspire
aspirers,aspirer
aspires,aspire
aspiring,aspire
aspirins,aspirin
asps,asp
assailants,assailant
assailed,assail
assailing,assail
assails,assail
assams,assam
assassinated,assassinate
assassinates,assassinate
assassinating,assassinate
assassinations,assassination
assassins,assassin
assaulted,assault
assaulters,assaulter
assaulting,assault
assaults,assault
assayed,assay
assayers,assayer
assaying,assay
assays,assay
assemblages,assemblage
assembled,assemble
assemblers,assembler
assembles,assemble
assemblies,assembly
assembling,assemble
assemblymen,assemblyman
assented,assent
assenting,assent
assentors,assentor
assents,assent
asserted,assert
asserting,assert
assertions,assertion
asserts,assert
asses,ass
assessed,assess
assesses,assess
assessing,assess
assessments,assessment
assessors,assessor
assests,assest
asset-sales,asset-sale
assets,asset
asseverated,asseverate
assholes,asshole
assiduities,assiduity
assignations,assignation
assignats,assignat
assigned,assign
assignees,assignee
assigning,assign
assignments,assignment
assignors,assignor
assigns,assign
assimilated,assimilate
assimilates,assimilate
assimilating,assimilate
assistances,assistance
assistants,assistant
assisted,assist
assisters,assister
assisting,assist
assistors,assistor
assists,assist
associated,associate
associater,associate
associates,associate
associating,associate
associations,association
assorted,assort
assorting,assort
assortments,assortment
assorts,assort
asssets,assset
assuaged,assuage
assuages,assuage
assuaging,assuage
assumed,assume
assumes,assume
assuming,assume
assumptions,assumption
assurances,assurance
assured,assure
assureds,assured
assurers,assurer
assures,assure
assuring,assure
asterisked,asterisk
asterisks,asterisk
asterisms,asterism
asteroids,asteroid
asters,aster
asthmatics,asthmatic
astigmatisms,astigmatism
astilbes,astilbe
astonished,astonish
astonishes,astonish
astonishing,astonish
astonishments,astonishment
astons,aston
astounded,astound
astounding,astound
astounds,astound
astragali,astragalus
astringents,astringent
astrocytes,astrocyte
astrolabes,astrolabe
astrologers,astrologer
astrologists,astrologist
astronauts,astronaut
astronomers,astronomer
astrophysicists,astrophysicist
asylum-seekers,asylum-seeker
asylums,asylum
asymmetries,asymmetry
asymptotes,asymptote
at-bats,at-bat
atavisms,atavism
atavists,atavist
ataxias,ataxia
ate,eat
ateliers,atelier
atheists,atheist
atheletes,athelete
atheromas,atheroma
athletes,athlete
atlantas,atlanta
atlantes,atlas
atlanticists,atlanticist
atlases,atlas
atmospheres,atmosphere
atms,atm
atolls,atoll
atomised,atomise
atomises,atomise
atomising,atomise
atomized,atomize
atomizers,atomizer
atomizes,atomize
atomizing,atomize
atoms,atom
atoned,atone
atonements,atonement
atones,atone
atoning,atone
atria,atrium
atriums,atrium
atrocities,atrocity
atrophied,atrophy
atrophies,atrophy
atrophying,atrophy
ats,at
attached,attach
attachers,attacher
attaches,attach
attaching,attach
attachments,attachment
attacked,attack
attackers,attacker
attacking,attack
attacks,attack
attained,attain
attaining,attain
attainments,attainment
attains,attain
attainted,attaint
attainting,attaint
attars,attar
attemping,attemp
attempted,attempt
attempters,attempter
attempting,attempt
attempts,attempt
attendances,attendance
attendants,attendant
attended,attend
attendees,attendee
attenders,attender
attending,attend
attends,attend
attention-getters,attention-getter
attentions,attention
attenuated,attenuate
attenuates,attenuate
attenuations,attenuation
attenuators,attenuator
attestations,attestation
attested,attest
attesting,attest
attests,attest
attics,attic
attired,attire
attires,attire
attiring,attire
attitudes,attitude
attitudinising,attitudinise
attorneys,attorney
attorneys-at-law,attorney-at-law
attractants,attractant
attracted,attract
attracting,attract
attractions,attraction
attractors,attractor
attracts,attract
attributed,attribute
attributes,attribute
attributing,attribute
attributions,attribution
attritions,attrition
attuned,attune
attunes,attune
attuning,attune
atvs,atv
auberges,auberge
aubergines,aubergine
auburns,auburn
aucklands,auckland
auctioned,auction
auctioneering,auctioneer
auctioneers,auctioneer
auctioning,auction
auctions,auction
audacities,audacity
audiences,audience
audiocassettes,audiocassette
audiologists,audiologist
audiometers,audiometer
audiophiles,audiophile
audios,audio
audiotapes,audiotape
audis,audi
audited,audit
auditing,audit
auditioned,audition
auditioning,audition
auditions,audition
auditoriums,auditorium
auditors,auditor
audits,audit
audleys,audley
audreys,audrey
augers,auger
aughts,aught
augmentations,augmentation
augmented,augment
augmenting,augment
augments,augment
augured,augur
auguries,augury
auguring,augur
augurs,augur
augusts,august
auklets,auklet
auks,auk
aunties,auntie
aunts,aunt
auras,aura
auricles,auricle
auroras,aurora
auspices,auspice
aussies,aussie
austens,austen
austerities,austerity
australians,australian
australias,australia
australopithecines,australopithecine
austrians,austrian
austrias,austria
auteurs,auteur
authenticated,authenticate
authenticates,authenticate
authenticating,authenticate
authentications,authentication
authored,authore
authoring,authore
authorised,authorise
authorises,authorise
authorising,authorise
authoritarians,authoritarian
authorites,authorite
authorities,authority
authorizations,authorization
authorized,authorize
authorizes,authorize
authorizing,authorize
authors,author
autistics,autistic
auto-emissions,auto-emission
auto-parts,auto-part
auto-racing,auto-race
auto-rickshaws,auto-rickshaw
auto-sales,auto-sale
autoantibodies,autoantibody
autobahns,autobahn
autobiographers,autobiographer
autobiographies,autobiography
autoclaved,autoclave
autoclaves,autoclave
autoclaving,autoclave
autocracies,autocracy
autocrats,autocrat
autocrosses,autocross
autocues,autocue
autodidacts,autodidact
autografts,autograft
autographed,autograph
autographing,autograph
autographs,autograph
automakers,automaker
automated,automate
automates,automate
automatics,automatic
automating,automate
automations,automation
automatisms,automatism
automatons,automaton
automats,automat
automobiles,automobile
automobilists,automobilist
autonomies,autonomy
autoparts,autopart
autopilots,autopilot
autopsies,autopsy
autoroutes,autoroute
autos,auto
autosomes,autosome
autostradas,autostrada
autosuggestions,autosuggestion
autotransformers,autotransformer
autumns,autumn
auxiliaries,auxiliary
availabilities,availability
availed,avail
availing,avail
avails,avail
avalanched,avalanche
avalanches,avalanche
avalanching,avalanche
avant-gardes,avant-garde
avant-gardists,avant-gardist
avatars,avatar
avenged,avenge
avengers,avenger
avenges,avenge
avenging,avenge
avenues,avenue
averaged,average
averages,average
averaging,average
averments,averment
averred,aver
averring,aver
avers,aver
aversions,aversion
averted,avert
averting,avert
averts,avert
aviaries,aviary
aviations,aviation
aviators,aviator
aviculturists,aviculturist
avocados,avocado
avocations,avocation
avocets,avocet
avoidances,avoidance
avoided,avoid
avoiders,avoider
avoiding,avoid
avoids,avoid
avons,avon
avowals,avowal
avowed,avow
avowing,avow
avows,avow
awacs,awac
awaited,await
awaiting,await
awaits,await
awaked,awake
awakened,awaken
awakening,awaken
awakenings,awakening
awakens,awaken
awakes,awake
awaking,awake
awarded,award
awardees,awardee
awarders,awarder
awarding,award
awards,award
awarenesses,awareness
aways,away
awed,awe
awes,awe
awesomer,awesome
awesomest,awesome
awfulest,awful
awing,awe
awkwardest,awkward
awls,awl
awnings,awning
awns,awn
awoke,awake
awoken,awake
axed,axe
axels,axel
axes,axe
axillae,axilla
axils,axil
axing,axe
axioms,axiom
axles,axle
axolotls,axolotl
